ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2022-12-23 17:45:00,22.012226620939384,-150.07576611601186,108.61790248383475,22.012226620939384,22.012226620939384,-44.28276050114816,-44.28276050114816,-44.28276050114816,-27.37648388308097,-27.37648388308097,-27.37648388308097,-3.0837289593978383,-3.0837289593978383,-3.0837289593978383,-13.822547658669368,-13.822547658669368,-13.822547658669368,0.0,0.0,0.0,-22.270533880208777
2022-12-23 18:00:00,22.012476770181383,-139.03033348546674,111.80550609382782,22.012476770181383,22.012476770181383,-37.513749349126506,-37.513749349126506,-37.513749349126506,-20.473140420969717,-20.473140420969717,-20.473140420969717,-3.2079816720161167,-3.2079816720161167,-3.2079816720161167,-13.83262725614067,-13.83262725614067,-13.83262725614067,0.0,0.0,0.0,-15.501272578945123
2022-12-23 18:15:00,22.012726919423372,-143.45144886432425,120.18435648081682,22.012726919423372,22.012726919423372,-31.475020425014208,-31.475020425014208,-31.475020425014208,-14.299408800646175,-14.299408800646175,-14.299408800646175,-3.3329206122153723,-3.3329206122153723,-3.3329206122153723,-13.84269101215266,-13.84269101215266,-13.84269101215266,0.0,0.0,0.0,-9.462293505590836
2022-12-23 18:30:00,22.01297706866537,-134.43062146164388,133.4477652140514,22.01297706866537,22.01297706866537,-26.61696879216994,-26.61696879216994,-26.61696879216994,-9.305675429485811,-9.305675429485811,-9.305675429485811,-3.4585544522318,-3.4585544522318,-3.4585544522318,-13.852738910452324,-13.852738910452324,-13.852738910452324,0.0,0.0,0.0,-4.603991723504567
2022-12-23 18:45:00,22.01322721790736,-130.47473745261627,113.4653034375327,22.01322721790736,22.01322721790736,-23.265691855619686,-23.265691855619686,-23.265691855619686,-5.818029551473911,-5.818029551473911,-5.818029551473911,-3.5848913693262316,-3.5848913693262316,-3.5848913693262316,-13.862770934819553,-13.862770934819553,-13.862770934819553,0.0,0.0,0.0,-1.2524646377123254
2022-12-23 19:00:00,22.013477367149353,-132.46563192917137,134.23498713712192,22.013477367149353,22.013477367149353,-21.608113208796517,-21.608113208796517,-21.608113208796517,-4.023387120584858,-4.023387120584858,-4.023387120584858,-3.7119390191591792,-3.7119390191591792,-3.7119390191591792,-13.872787069052485,-13.872787069052485,-13.872787069052485,0.0,0.0,0.0,0.40536415835283535
2022-12-23 19:15:00,22.01372751639135,-131.6394991665871,126.0579686085497,22.01372751639135,22.01372751639135,-21.687210133894418,-21.687210133894418,-21.687210133894418,-3.9647183274595474,-3.9647183274595474,-3.9647183274595474,-3.8397045094772007,-3.8397045094772007,-3.8397045094772007,-13.88278729695767,-13.88278729695767,-13.88278729695767,0.0,0.0,0.0,0.32651738249693096
2022-12-23 19:30:00,22.013977665633337,-127.12060471171027,113.30582502651508,22.013977665633337,22.013977665633337,-23.407343084254318,-23.407343084254318,-23.407343084254318,-5.546377107408508,-5.546377107408508,-5.546377107408508,-3.968194374457978,-3.968194374457978,-3.968194374457978,-13.892771602387823,-13.892771602387823,-13.892771602387823,0.0,0.0,0.0,-1.3933654186209807
2022-12-23 19:45:00,22.01422781487533,-140.36744221905312,122.87573457177615,22.01422781487533,22.01422781487533,-26.548999320242288,-26.548999320242288,-26.548999320242288,-8.548844802210123,-8.548844802210123,-8.548844802210123,-4.097414548832483,-4.097414548832483,-4.097414548832483,-13.902739969199695,-13.902739969199695,-13.902739969199695,0.0,0.0,0.0,-4.534771505366958
2022-12-23 20:00:00,22.014477964117326,-133.2323952926264,121.50713610356077,22.014477964117326,22.014477964117326,-30.791635660280047,-30.791635660280047,-30.791635660280047,-12.651572936226795,-12.651572936226795,-12.651572936226795,-4.22737034277572,-4.22737034277572,-4.22737034277572,-13.912692381277521,-13.912692381277521,-13.912692381277521,0.0,0.0,0.0,-8.777157696162721
